,store,sido,gungu,store_address
764,이포점,경기도,여주시,경기도 여주시 금사면 이포로 60
765,이화동점,서울특별시,종로구,서울특별시 종로구 대학로 52(연건동)
766,인계점,경기도,수원시팔달구,경기도 수원시팔달구  권광로 317번길
767,인덕원점,경기도,안양시동안구,"경기도 안양시동안구 흥안대로517번 49, 1층(관양동)"
768,인동점,경상북도,구미시,경상북도 구미시 인동중앙로 3길 38-4
769,인동점(대전),대전광역시,동구,대전광역시 동구 충무로 229
770,인월점,전라북도,남원시,전라북도 남원시 인월면 인월장터로 9-1
771,인제점,강원도,인제군,강원도 인제군  인제읍 비봉로 3
772,인제현리점,강원도,인제군,강원도 인제군  기린면 기린로 19
773,인창점,경기도,구리시,경기도 구리시 건원대로99번길 54
774,인천남부점,인천광역시,남동구,"인천광역시 남동구 성리로35번길 20-1(구월동, 1층)"
775,인천남촌점,인천광역시,남동구,인천광역시 남동구 남촌동로 52-1
776,인천지사, ,,
777,일도점,제주특별자치도,제주시,제주특별자치도 제주시 천수로 25-1
778,일동점,경기도,포천시,경기도 포천시 일동면 화동로 1073
779,일신점,인천광역시,부평구,인천광역시 부평구 일신로 11
780,일원동점,서울특별시,강남구,"서울특별시 강남구 일원로3길 69, 1층 102호 (일원동)"
781,임계점,강원도,정선군,강원도 정선군  임계면 송계5길 5
782,임광점,경기도,수원시영통구,경기도 수원시영통구 권선로 792 (매탄동)
783,임천점,충청남도,부여군,충청남도 부여군 임천면 성흥로 94-1
784,입암동점,강원도,강릉시,강원도 강릉시 성덕포남로 89-10
785,자양1점,서울특별시,광진구,"서울특별시 광진구 자양로13다길 47(자양동, 1층)"
786,자양3점,서울특별시,광진구,서울특별시 광진구 뚝섬로 693
787,자양점,대전광역시,동구,대전광역시 동구 동대전로 228
788,자유점,강원도,원주시,강원도 원주시 자유시장길 7
789,작전1점,인천광역시,계양구,"인천광역시 계양구 주부토로 468(작전동, 상가동1층6호)"
790,잠실새마을점,서울특별시,송파구,"서울특별시 송파구 백제고분로7길 39, 1층 106호(잠실동,고려빌딩)"
791,장계점,전라북도,장수군,전라북도 장수군 장계면 한들로 81
792,장기1점,경기도,김포시,"경기도 김포시 초당로61번길 21, 103호"
793,장기월드점,경기도,김포시,"경기도 김포시 전원로 32, 116호(장기동, 월드상가)"
794,장락고암점,충청북도,제천시,충청북도 제천시 신죽하로 83-24(장락동)
795,장량점,경상북도,포항시북구,경상북도 포항시북구 장량로87번길 6-15
796,장림점,부산광역시,사하구,부산광역시 사하구 장림시장4길 63
797,장미점,서울특별시,송파구,서울특별시 송파구 올림픽로35길 104
798,장성점,강원도,태백시,강원도 태백시 장성시장1길 3(장성동)
799,장수점,경상북도,영주시,경상북도 영주시 장수면 장수로 48
800,장암주공점,경기도,의정부시,경기도 의정부시 회룡로 223 (장암주공5단지아파트)
801,장양리점,강원도,원주시,강원도 원주시 소초면 장막1길 7
802,장위동점,서울특별시,성북구,서울특별시 성북구 장월로 90
803,장유점,경상남도,김해시,경상남도 김해시 장유로312 
804,장평점,경상남도,거제시,경상남도 거제시 장평3로4길 24
805,장항점,충청남도,서천군,충청남도 서천군 장항읍 장항로 125-1
806,장현점,경기도,남양주시,경기도 남양주시 진접읍 봉현로36번길 12
807,장호원점,경기도,이천시,경기도 이천시 장호원읍 샘재로147번길 26
808,장흥관산점,전라남도,장흥군,전라남도 장흥군 관산읍 관산로 119-1
809,장흥점,전라남도,장흥군,전라남도 장흥군 장흥읍 동교3길 8
810,전곡터미널점,경기도,연천군,경기도 연천군 전곡읍 온골로 56
811,전남금산점,전라남도,고흥군,전라남도 고흥군 금산면 상하촌길 24-1
812,전대리점,경기도,용인시처인구,경기도 용인시처인구 포곡읍 전대로78번길 3-1
813,전대점,광주광역시,북구,광주광역시 북구 서양로 46
814,전민점,대전광역시,유성구,"대전광역시 유성구 전민로10번길 49(전민동, 1층)"
815,전북지사, ,,
816,전하점,울산광역시,동구,울산광역시 동구 전하로 29 (전하동)
817,점동점,경기도,여주시,경기도 여주시 점동면 청안로 136
818,정관점,부산광역시,기장군,부산광역시 기장군 정관읍모전3길 37
819,정남점,경기도,화성시,경기도 화성시 정남면 괘량리 1048-3
820,정릉점,서울특별시,성북구,서울특별시 성북구 북악산로 858
821,정릉행복점,서울특별시,성북구,서울특별시 성북구 솔샘로6길 60
822,정림점,대전광역시,서구,대전광역시 서구 정림로10번길 15-24
823,정산점,충청남도,청양군,충청남도 청양군 정산면 정현길 65
824,정선점,강원도,정선군,강원도 정선군 정선읍 정선로 1352
825,정자점,경기도,성남시분당구,"경기도 성남시분당구  황새울로116번길28, 1층(정자동)"
826,정자점(수원),경기도,수원시장안구,경기도 수원시장안구 장안로 183
827,제물포점,인천광역시,미추홀구,인천광역시 미추홀구 장천로112번길 10 1층
828,제부도점,경기도,화성시,경기도 화성시 서신면 해안길 240-1
829,제주동문점,제주특별자치도,제주시,제주특별자치도 제주시 동문로 35-1(일도일동)
830,제주지사, ,,
831,제천역전점,충청북도,제천시,충청북도 제천시 내토로 435-1
832,조암점,경기도,화성시,경기도 화성시 우정읍 조암서로22번길 21
833,조양동점,강원도,속초시,강원도 속초시 동해대로 3998(조양동)
834,조원점,경기도,수원시장안구,경기도 수원시장안구 조원로89번길 31
835,조치원2점,세종특별자치시,조치원읍,"세종특별자치시  조치원읍 새내로 65-1, 1층"
836,조치원3점,세종특별자치시,조치원읍,세종특별자치시  조치원읍 충현로 159 욱일@상가B07호
837,종로낙원점,서울특별시,종로구,서울특별시 종로구 삼일대로 434-1
838,주곡리점,경기도,화성시,경기도 화성시 우정읍 주곡리 564-15
839,주공1점,경기도,평택시,경기도 평택시 평택2로 108 (비전동)
840,주교점,충청남도,보령시,충청남도 보령시 주교면  올레큰길 385
841,주덕점,충청북도,충주시,충청북도 충주시 주덕읍 신양로 109
842,주문진점,강원도,강릉시,강원도 강릉시  주문진읍 주문로 117
843,주안2동점,인천광역시,미추홀구,인천광역시 미추홀구 경인로326번길 49
844,주안점,인천광역시,미추홀구,인천광역시 미추홀구 염창로 84-3
845,주원점,인천광역시,미추홀구,인천광역시 미추홀구 경인로504번길 6-4
846,주천점,강원도,영월군,"강원도 영월군 주천면 주천로 88-1, 2층"
847,주촌점,경상남도,김해시,경상남도 김해시 주촌면 주선로 76
848,죽림점,경상남도,통영시,"경상남도 통영시 광도면 죽림1로 17-37, 102호(용문빌딩1층)"
849,죽변점,경상북도,울진군,경상북도 울진군 죽변면 죽변북로 59
850,죽산점,경기도,안성시,경기도 안성시 죽산면 죽주로 283
851,죽전점,경기도,용인시수지구,"경기도 용인시수지구 대지로 62, 104(죽전동)"
852,죽정점,충청남도,보령시,충청남도 보령시 현대로 9
853,줄포점,전라북도,부안군,전라북도 부안군 줄포면 줄포중앙로 63
854,중곡1점,서울특별시,광진구,"서울특별시 광진구 용마산로7길 20(중곡동, 1층)"
855,중곡2점,서울특별시,광진구,서울특별시 광진구 면목로 184 (중곡동)
856,중동1점,경기도,부천시원미구,경기도 부천시원미구 부일로 340
857,중리점(대전),대전광역시,대덕구,대전광역시 대덕구 중리남로 20
858,중마점,전라남도,광양시,전라남도 광양시 광장로 112-11
859,중문점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 천제연로185번 3-1
860,중산점,경기도,고양시일산동구,경기도 고양시일산동구 탄중로 416 상가 109
861,중화산동점,전라북도,전주시완산구,"전라북도 전주시완산구 따박골2길 3(중화산동2가, 1층)"
862,중흥리점,충청남도,당진시,충청남도 당진시 송악읍 송악로 685
863,중흥설악점,경기도,부천시원미구,경기도 부천시원미구 계남로 196 주공상가 2층
864,증산동점,서울특별시,은평구,서울특별시 은평구 증산서길 152(증산동)
865,증평점,충청북도,증평군,충청북도 증평군 증평읍 중앙로173
866,지경리점,강원도,철원군,강원도 철원군 김화읍 청양로84
867,지곡점,충청남도,서산시,충청남도 서산시 지곡면 충의로 762-78
868,지리산온천점,전라남도,구례군,전라남도 구례군 산동면 하관1길 26
869,지원점,광주광역시,동구,광주광역시 동구 남문로 592
870,지평점,경기도,양평군,경기도 양평군 지평면 지평의병로 96
871,직산부영점,충청남도,천안시서북구,충청남도 천안시서북구 직산읍 군수1길 10 부영아파트상가 107호
872,직산점,충청남도,천안시서북구,충청남도 천안시서북구 직산읍 봉주로 23
873,진달래마을점,경기도,부천시원미구,"경기도 부천시원미구 길주로121번길 18-15, 1층 (상동, 우리프라자)"
874,진달래점,서울특별시,강남구,서울특별시 강남구 언주로 313
875,진량점,경상북도,경산시,경상북도 경산시 진량읍 황제1길 86-25 창신황제상가 203호 
876,진보점,경상북도,청송군,경상북도 청송군 진보면 진안리 384-4
877,진부점,강원도,평창군,강원도 평창군  진부면 진부중앙로 70
878,진우점,강원도,원주시,"강원도 원주시 현충로 272, 101호(태장동)"
879,진잠점,대전광역시,유성구,대전광역시 유성구 진잠로66번길 46
880,진주대곡점,경상남도,진주시,경상남도 진주시 대곡면 진의로1079번길13
881,진천대곡점,대구광역시,달서구,대구광역시 달서구 상화로21길 49
882,진천점,충청북도,진천군,"충청북도 진천군 진천읍 문화로 237-18, 101호"
883,진하점,울산광역시,울주군,울산광역시 울주군 서생면 깨목길 28
884,참이슬점,경기도,평택시,경기도 평택시 참이슬길 16
885,창녕점,경상남도,창녕군,경상남도 창녕군 창녕읍 명덕로 48
886,창동역점,서울특별시,도봉구,서울특별시 도봉구 노해로63다길 6 1층 103호
887,창현점,경기도,남양주시,경기도 남양주시 화도읍 수레로 1234-26
888,천도리점,강원도,인제군,강원도 인제군 서화면 천도로94번길 1
889,천리점,경기도,용인시처인구,경기도 용인시처인구 이동면 백옥대로 623
890,천마점,경기도,남양주시,경기도 남양주시 화도읍 멋갓로28번길 39-2
891,천북점,충청남도,보령시,충청남도 보령시 천북면 하궁길 2
892,천안3점,충청남도,천안시동남구,충청남도 천안시동남구 봉정로 18
893,천안4점,충청남도,천안시동남구,충청남도 천안시동남구 중앙로 67
894,천안7단지점,충청남도,천안시서북구,충청남도 천안시서북구 쌍용11길 57
895,천안백석점,충청남도,천안시서북구,충청남도 천안시서북구 백석5길 23-1
896,천안신당점,충청남도,천안시서북구,충청남도 천안시서북구 천안대로 1220
897,천안신방점,충청남도,천안시동남구,충청남도 천안시동남구 서부대로  257-8
898,천안청룡점,충청남도,천안시동남구,충청남도 천안시동남구 구성2길 1(구성동)
899,천왕점,서울특별시,구로구,서울특별시 구로구 천왕로 56 천왕이펜하우스3단지 상가 1층 102호
900,천천2점,경기도,수원시장안구,경기도 수원시장안구 화산로 57 꽃뫼버들마을진흥아파트
901,천호점,서울특별시,강동구,"서울특별시 강동구 천중로18길 53, 1층 (천호동)"
902,철산2점,경기도,광명시,경기도 광명시 시청로 75-1
903,첨단점,광주광역시,광산구,광주광역시 광산구 산월로 64
904,청당점,충청남도,천안시동남구,충청남도 천안시동남구 청수10길 12
905,청도점,경상북도,청도군,경상북도 청도군 청도읍 청화로 202-2
906,청라2점,인천광역시,서구,인천광역시 서구 청라동  청라루비로144번길 6-6
907,청라점,충청남도,보령시,충청남도 보령시 청라면 당안길1
908,청라호수공원점,인천광역시,서구,인천광역시 서구 보석로11번길  12
909,청량리점,서울특별시,동대문구,"서울특별시 동대문구 왕산로 247, 1층(청량리동)"
910,청룡동점,서울특별시,관악구,"서울특별시 관악구 청룡길 20, 1층(봉천동)"
911,청림점,경상북도,포항시남구,경상북도 포항시남구 청림서길 29
912,청북신도시점,경기도,평택시,경기도 평택시 청북면 안청로 312-23
913,청북점,경기도,평택시,경기도 평택시 청북면 현곡2길 3
914,청양점,충청남도,청양군,충청남도 청양군 청양읍 중앙로 112-1
915,청일점,강원도,횡성군,강원도 횡성군 청일면 유동로 18
916,청주용암점,충청북도,청주시상당구,충청북도 청주시상당구 무농정로3번길 36(용암동)
917,청천2점,인천광역시,부평구,인천광역시 부평구 청중로 65
918,청평점,경기도,가평군,경기도 가평군 청평면 시장중앙로8-6
919,청풍점,충청북도,제천시,"충청북도 제천시 청풍면 청풍호로58길, 10-16"
920,초가점,경기도,포천시,"경기도 포천시 소흘읍 검바위길 84, 상가동 1층 112호(상운아파트)"
921,초계점,경상남도,합천군,경상남도 합천군 초계면 초계2길 12-7
922,초원점,충청남도,아산시,충청남도 아산시 고불로 669
923,초월점,경기도,광주시,경기도 광주시 초월읍 경충대로 1043
924,초지1점,경기도,안산시단원구,"경기도 안산시단원구 초지2로 67-7, 한양타워 114호"
925,총신대점,서울특별시,동작구,서울특별시 동작구 사당로 168
926,추풍령점,충청북도,영동군,충청북도 영동군 추풍령면 신안로 52-1
927,축산점,경상북도,영덕군,경상북도 영덕군 축산면 축산리 86-18
928,춘천명동점,강원도,춘천시,강원도 춘천시 금강로 76(조양동)
929,춘천터미널점,강원도,춘천시,강원도 춘천시 공지로 458(근화동)
930,춘천팔호광장점,강원도,춘천시,강원도 춘천시 효자로 154(효자동)
931,충남덕산점,충청남도,예산군,충청남도 예산군 덕산면 봉운로 55
932,충청지사, ,,
933,충효점,경상북도,경주시,경상북도 경주시 충효중앙길 65(충효동)
934,칠곡2점,대구광역시,북구,대구광역시 북구 태암로18길 27
935,칠금점,충청북도,충주시,"충청북도 충주시 금릉로 45, 109(칠금동, 현대아파트상가동)"
936,칠보점,경기도,수원시권선구,경기도 수원시권선구 매실로 57 1층 108호(호매실동)
937,칠성점,대구광역시,북구,대구광역시 북구 칠성로15길 8
938,침산점,대구광역시,북구,대구광역시 북구 침산남로7길 50-10
939,탄방점,대전광역시,서구,대전광역시 서구 탄방로 25
940,탄현점,경기도,고양시일산서구,경기도 고양시일산서구 탄현로 74
941,태백점,강원도,태백시,강원도 태백시 먹거리길 66
942,태백주공점,강원도,태백시,강원도 태백시 감천로 28(황지동)
943,태안점,충청남도,태안군,충청남도 태안군 태안읍 시장2길 42
944,태장점,강원도,원주시,강원도 원주시 북원로 2696(태장동)
945,태전동점,경기도,광주시,경기도 광주시 태봉로 31-3 105호(태전동)
946,태평2점,대전광역시,중구,대전광역시 중구 동서대로 1238
947,태평상가점,인천광역시,계양구,인천광역시 계양구 용종로 14
948,태평점,경기도,성남시수정구,"경기도 성남시수정구 남문로102번길 1(태평동, 1층)"
949,테스트,16,테스트,16  테스트 테스트
950,테크노밸리점,충청남도,서산시,충청남도 서산시 성연면 일람리 1123
951,테크노점,충청북도,청주시흥덕구,"충청북도 청주시흥덕구 송화로166번길 7-9, 1층 102호"
952,테크노점(아산),충청남도,아산시,충청남도 아산시 둔포면 아산밸리로 298
953,토곡점,부산광역시,연제구,부산광역시 연제구 과정로265번길 78
954,통영1점,경상남도,통영시,"경상남도 통영시 중앙로 255 106호(북신동,동우상가)"
955,통영2점,경상남도,통영시,경상남도 통영시 도천상가안길 60 영생상가나동111호
956,퇴계동점,강원도,춘천시,"강원도 춘천시 행촌로32번길 5-6, 1층(퇴계동)"
957,퇴계원점(남양주),경기도,남양주시,"경기도 남양주시 퇴계원면 경춘북로520번길 4, 1층2호"
958,퇴계주공점,강원도,춘천시,강원도 춘천시 지석로 74-11 A13(퇴계동)
959,퇴촌점,경기도,광주시,경기도 광주시 퇴촌면 광동로 97
960,파동점,대구광역시,수성구,대구광역시 수성구 파동로 99
961,파인힐(공단점),경기도,시흥시,경기도 시흥시 마유로 226 120호
962,파장2점,경기도,수원시장안구,"경기도 수원시장안구 파장천로44번길 88, 1층(파장동)"
963,파장점,경기도,수원시장안구,경기도 수원시장안구 파장로 79
964,판암2점,대전광역시,동구,대전광역시 동구 동부로  55-58 6단지상가 101
965,팽성점,경기도,평택시,경기도 평택시 팽성읍 안정쇼핑로 77-2
966,평내점,경기도,남양주시,경기도 남양주시 경춘로 1302
967,평리점,대구광역시,서구,대구광역시 서구 서대구로41길 7
968,평원점,강원도,원주시,강원도 원주시 평원로 67(평원동)
969,평창점(강원),강원도,평창군,강원도 평창군  평창읍 평창중앙로 84
970,평촌3점,경기도,안양시동안구,경기도 안양시동안구 관평로 227 한가람상가 103호
971,평촌5점,경기도,안양시동안구,"경기도 안양시동안구 동안로 2.109(호계동,무궁화진흥아파트상가)"
972,평택1점,경기도,평택시,"경기도 평택시 중앙로 19(통복동, 2층)"
973,평택법원점,경기도,평택시,경기도 평택시 평남로 1056 1층
974,평택지산점,경기도,평택시,경기도 평택시 지산로 82
975,포남동점,강원도,강릉시,강원도 강릉시  강릉대로527번 15(포남동)
976,포남로얄점,강원도,강릉시,강원도 강릉시  경강로 2265(포남동)
977,포도원점,경기도,안양시동안구,경기도 안양시동안구 포도원로 6
978,포승점,경기도,평택시,경기도 평택시 포승읍 서동대로 1155
979,포천점,경기도,포천시,경기도 포천시 중앙로 184
980,포항장성점,경상북도,포항시북구,경상북도 포항시북구 성실로 38
981,포항터미널점,경상북도,포항시남구,경상북도 포항시남구 중섬로 25(대잠동)
982,풍납점,서울특별시,송파구,서울특별시 송파구 풍성로 24(풍납동)
983,풍동식사점,경기도,고양시일산동구,"경기도 고양시일산동구 숲속마을2로 100, 1층101호(풍동)"
984,풍무2점,경기도,김포시,"경기도 김포시 풍무로 51, 101호(풍무동)"
985,하남신도시점,경기도,하남시,경기도 하남시 천현로 73
986,하남점,광주광역시,광산구,광주광역시 광산구 산정로 41
987,하늘도시점,인천광역시,중구,인천광역시 중구 하늘달빛로 80 
988,하당동아점,전라남도,목포시,전라남도 목포시 신흥로45번길 9
989,하당부영점,전라남도,목포시,전라남도 목포시 삼향천로91번길 26
990,하대원점,경기도,성남시중원구,"경기도 성남시중원구 마지로155번길 25-7(하대원동,1층)"
991,하동점,경상남도,하동군,경상남도 하동군 하동읍 중앙2길12
992,하북점,경기도,평택시,경기도 평택시 진위면 하북4길 3
993,하성점,경기도,김포시,경기도 김포시 하성면 애기봉로806번길 67
994,하소동점,충청북도,제천시,충청북도 제천시 용두대로21길 9(하소동)
995,하안1점,경기도,광명시,"경기도 광명시 안현로 19(하안동, 단지상가 111호)"
996,하안5점,경기도,광명시,경기도 광명시 가림로 38
997,하안7점,경기도,광명시,경기도 광명시 금당로 11-24
998,하안9점,경기도,광명시,경기도 광명시 안현로 51
999,학다리점,강원도,홍천군,강원도 홍천군  홍천읍 꽃뫼로 120
1000,학성점,강원도,원주시,강원도 원주시 천사로 164(일산동)
1001,학익점,인천광역시,미추홀구,인천광역시 미추홀구 한나루로 465
1002,학장점,부산광역시,사상구,부산광역시 사상구 학감대로 129
1003,한대역점,경기도,안산시상록구,"경기도 안산시상록구 용신로 246, 101호"
1004,한림점,제주특별자치도,제주시,제주특별자치도 제주시 한림중앙로 3-1
1005,한솔새롬점,세종특별자치시,새롬북로,세종특별자치시  새롬북로 13
1006,한신점,인천광역시,서구,인천광역시 서구 서곶로 12 한신종합상가 208호
1007,한아름점,경기도,부천시원미구,경기도 부천시원미구 부흥로 100
1008,한주점,경기도,의정부시,경기도 의정부시 평화로322번길 18(호원동)
1009,함백점,강원도,정선군,강원도 정선군  신동읍 함백로 319
1010,함양점,경상남도,함양군,경상남도 함양군 함양읍 용평길 5
1011,함평점,전라남도,함평군,전라남도 함평군 함평읍 광남길 83
1012,합덕점,충청남도,당진시,충청남도 당진시 합덕읍 합덕시장로 176
1013,합정동점,서울특별시,마포구,서울특별시 마포구 포은로 52(합정동)
1014,해남점,전라남도,해남군,전라남도 해남군 해남읍 중앙1로 98
1015,해미점,충청남도,서산시,충청남도 서산시 해미면 남문5로 4
1016,해방촌점,서울특별시,용산구,서울특별시 용산구 소월로20길 28-1
1017,해운대좌동주공2,부산광역시,해운대구,부산광역시 해운대구 좌동순환로 118 주공2단지 분산상가 나-105
1018,향남점,경기도,화성시,경기도 화성시 향남읍 향남로 430-16
1019,혁신점,강원도,원주시,"강원도 원주시 건강로 17-3, 101호(반곡동 치악프라자)"
1020,혁신점(충북),충청북도,진천군,"충청북도 진천군 덕산읍 시가로 46,  113호"
1021,현리점,경기도,가평군,"경기도 가평군 조종면 현창로 50, 1층"
1022,호계사거리점,경기도,안양시동안구,경기도 안양시동안구 경수대로507번 13
1023,호원점,경기도,의정부시,경기도 의정부시 신흥로 119번길 54
1024,홍도점,대전광역시,동구,대전광역시 동구 홍도로 20
1025,홍성2점,충청남도,홍성군,충청남도 홍성군 홍성읍 조양로 190
1026,홍성주공점,충청남도,홍성군,충청남도 홍성군 홍성읍 문화로72번길 92
1027,홍은동점,서울특별시,서대문구,서울특별시 서대문구 모래내로 364(홍은동)
1028,홍익대점,서울특별시,마포구,"서울특별시 마포구 독막로22길 21, 1층101호(창전동)"
1029,홍익점,경기도,안성시,경기도 안성시 금광면 종합운동장로 132
1030,화곡1점,서울특별시,강서구,"서울특별시 강서구 월정로28길 28, 1층4호 (화곡동)"
1031,화봉.연암점,울산광역시,북구,울산광역시 북구 송내1길 18(화봉동)
1032,화북점,제주특별자치도,제주시,제주특별자치도 제주시 진동로3길 34
1033,화서점,경기도,수원시팔달구,경기도 수원시팔달구 팔달로127번길 16-4(화서동)
1034,화성마도점,경기도,화성시,경기도 화성시 마도면 석교로 171
1035,화성시청점,경기도,화성시,경기도 화성시 남양읍 역골로 3-20 
1036,화순점,전라남도,화순군,전라남도 화순군 화순읍 광덕로 142
1037,화양동점,서울특별시,광진구,"서울특별시 광진구 능동로13길 70(화양동, 1층)"
1038,화원점,대구광역시,달성군,대구광역시 달성군 화원읍 성암로 16-38
1039,화천점,강원도,화천군,강원도 화천군  화천읍 중앙로4 13-10
1040,환호점,경상북도,포항시북구,경상북도 포항시북구 삼호로 458
1041,황간점,충청북도,영동군,충청북도 영동군 황간면 남성1길 3
1042,황성점,경상북도,경주시,경상북도 경주시 용담로92번길 43-4
1043,황제점,대구광역시,서구,대구광역시 서구 서대구로8길 58
1044,회원교방점,경상남도,창원시마산회원구,경상남도 창원시마산회원구 회원남로 39-1
1045,횡성점,강원도,횡성군,강원도 횡성군 횡성읍 태기로 35
1046,횡성중앙점,강원도,횡성군,"강원도 횡성군 횡성읍 문정로19번길, 13-3"
1047,효가리점,강원도,동해시,"강원도 동해시  청운로 71(쇄운동, 104)"
1048,효돈점,제주특별자치도,서귀포시,제주특별자치도 서귀포시 하신상로 29
1049,효성1점,인천광역시,계양구,인천광역시 계양구 아나지로 173
1050,효성2점,인천광역시,계양구,인천광역시 계양구 안남로 573번길3
1051,효성점,인천광역시,남동구,인천광역시 남동구 백범로247번길 93-26
1052,효자점(포항),경상북도,포항시남구,경상북도 포항시남구 효자로118번길 27
1053,후곡점,경기도,고양시일산서구,"경기도 고양시일산서구 강선로 140, 107(일산동, 태영상가)"
1054,후평2동점,강원도,춘천시,"강원도 춘천시 후만로 37, 1층1호(후평동, 주공6단지A)"
1055,후포점,경상북도,울진군,경상북도 울진군 후포면 후포리 623-130
1056,훼미리점,서울특별시,송파구,"서울특별시 송파구 중대로 24(문정동, 훼미리상가125호)"
1057,휴먼시아점,서울특별시,금천구,"서울특별시 금천구 금하로1가길 28 (독산동,지상1층)"
1058,흑석동점,서울특별시,동작구,서울특별시 동작구 서달로10길 14-1
1059,흥업점,강원도,원주시,강원도 원주시 흥업면 남원로 82
1060,흰돌점,경기도,고양시일산동구,경기도 고양시일산동구 일산로 11 
1061,CNTTEST,00,18,00 18 신사동 주소
